Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint,OD
0.138,Hippuric acid,Pyruvate,Enterobacter,1,28,0.1136
411,Pyruvic acid,Pyruvate,Enterobacter,1,28,0.1136
0.545,Acetyl-ornithine,Pyruvate,Enterobacter,1,28,0.1136
0,Serine,Pyruvate,Enterobacter,1,28,0.1136
0.317,Fumaric acid,Pyruvate,Enterobacter,1,28,0.1136
0,Asparagine,Pyruvate,Enterobacter,1,28,0.1136
1.31,Citric acid,Pyruvate,Enterobacter,1,28,0.1136
0.0842,Methionine,Pyruvate,Enterobacter,1,28,0.1136
0,Putrescine,Pyruvate,Enterobacter,1,28,0.1136
0,Valeric acid,Pyruvate,Enterobacter,1,28,0.1136
2.26,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,28,0.1136
229,Lactic acid,Pyruvate,Enterobacter,1,28,0.1136
4040,Acetic acid,Pyruvate,Enterobacter,1,28,0.1136
136,Lactic acid,Pyruvate,Enterobacter,2,28,0.1068
1.78,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,28,0.1068
1.58,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,28,0.1068
0,Asparagine,Pyruvate,Enterobacter,2,28,0.1068
0.404,Butyric acid,Pyruvate,Enterobacter,2,28,0.1068
0.666,Propionic acid,Pyruvate,Enterobacter,2,28,0.1068
1.88,Succinic acid,Pyruvate,Enterobacter,2,28,0.1068
0,Valine,Pyruvate,Enterobacter,2,28,0.1068
0,Serine,Pyruvate,Enterobacter,2,28,0.1068
0,Valeric acid,Pyruvate,Enterobacter,2,28,0.1068
400,Pyruvic acid,Pyruvate,Enterobacter,2,28,0.1068
0.716,Acetyl-ornithine,Pyruvate,Enterobacter,2,28,0.1068
0.128,Putrescine,Pyruvate,Enterobacter,2,28,0.1068
0,Glycine,Pyruvate,Enterobacter,2,28,0.1068
1.38,Citric acid,Pyruvate,Enterobacter,2,28,0.1068
2890,Acetic acid,Pyruvate,Enterobacter,2,28,0.1068
0,Alanine,Pyruvate,Enterobacter,2,28,0.1068
0.351,Fumaric acid,Pyruvate,Enterobacter,2,28,0.1068
0.173,Methionine,Pyruvate,Enterobacter,2,28,0.1068
0.104,Hippuric acid,Pyruvate,Enterobacter,2,28,0.1068
0,Valine,Pyruvate,Enterobacter,1,48,0.1578
15.4,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,48,0.1578
0.158,Fumaric acid,Pyruvate,Enterobacter,1,48,0.1578
586,Lactic acid,Pyruvate,Enterobacter,1,48,0.1578
0.166,Methionine,Pyruvate,Enterobacter,1,48,0.1578
0.225,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,48,0.1578
0.222,Succinic acid,Pyruvate,Enterobacter,1,48,0.1578
0.665,Serine,Pyruvate,Enterobacter,1,48,0.1578
0,Alanine,Pyruvate,Enterobacter,1,48,0.1578
7.4,Propionic acid,Pyruvate,Enterobacter,1,48,0.1578
1.47,Pyruvic acid,Pyruvate,Enterobacter,1,48,0.1578
1.55,Butyric acid,Pyruvate,Enterobacter,1,48,0.1578
6290,Acetic acid,Pyruvate,Enterobacter,1,48,0.1578
0,Glycine,Pyruvate,Enterobacter,1,48,0.1578
0.463,Asparagine,Pyruvate,Enterobacter,1,48,0.1578
3.47,Citric acid,Pyruvate,Enterobacter,1,48,0.1578
0,Putrescine,Pyruvate,Enterobacter,1,48,0.1578
4.16,Acetyl-ornithine,Pyruvate,Enterobacter,1,48,0.1578
0.274,Valeric acid,Pyruvate,Enterobacter,1,48,0.1578
0.117,Hippuric acid,Pyruvate,Enterobacter,1,48,0.1578
0,Alanine,Pyruvate,Enterobacter,2,48,0.2159
0,Glycine,Pyruvate,Enterobacter,2,48,0.2159
0,Putrescine,Pyruvate,Enterobacter,2,48,0.2159
0,Valine,Pyruvate,Enterobacter,2,48,0.2159
0.103,Methionine,Pyruvate,Enterobacter,2,48,0.2159
3.75,Acetyl-ornithine,Pyruvate,Enterobacter,2,48,0.2159
5.91,Propionic acid,Pyruvate,Enterobacter,2,48,0.2159
0.197,Succinic acid,Pyruvate,Enterobacter,2,48,0.2159
0.148,Fumaric acid,Pyruvate,Enterobacter,2,48,0.2159
0.105,Hippuric acid,Pyruvate,Enterobacter,2,48,0.2159
634,Lactic acid,Pyruvate,Enterobacter,2,48,0.2159
1.35,Pyruvic acid,Pyruvate,Enterobacter,2,48,0.2159
0.203,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,48,0.2159
1.67,Serine,Pyruvate,Enterobacter,2,48,0.2159
0,Asparagine,Pyruvate,Enterobacter,2,48,0.2159
1.09,Butyric acid,Pyruvate,Enterobacter,2,48,0.2159
6250,Acetic acid,Pyruvate,Enterobacter,2,48,0.2159
15,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,48,0.2159
0.224,Valeric acid,Pyruvate,Enterobacter,2,48,0.2159
7.91,Citric acid,Pyruvate,Enterobacter,2,48,0.2159
0,Alanine,Pyruvate,Pputida,1,16,0.0266
0,Propionic acid,Pyruvate,Pputida,1,16,0.0266
0.181,Succinic acid,Pyruvate,Pputida,1,16,0.0266
0,Valine,Pyruvate,Pputida,1,16,0.0266
1.36,Serine,Pyruvate,Pputida,1,16,0.0266
412,Pyruvic acid,Pyruvate,Pputida,1,16,0.0266
0,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,16,0.0266
0,Valeric acid,Pyruvate,Pputida,1,16,0.0266
0,Glycine,Pyruvate,Pputida,1,16,0.0266
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,1,16,0.0266
0,Putrescine,Pyruvate,Pputida,1,16,0.0266
0.218,Fumaric acid,Pyruvate,Pputida,1,16,0.0266
0,Acetyl-ornithine,Pyruvate,Pputida,1,16,0.0266
0,Lactic acid,Pyruvate,Pputida,1,16,0.0266
0.134,Methionine,Pyruvate,Pputida,1,16,0.0266
1.32,Citric acid,Pyruvate,Pputida,1,16,0.0266
0,Hippuric acid,Pyruvate,Pputida,1,16,0.0266
0,Butyric acid,Pyruvate,Pputida,1,16,0.0266
0,Asparagine,Pyruvate,Pputida,1,16,0.0266
0,Acetic acid,Pyruvate,Pputida,1,16,0.0266
0,Valine,Pyruvate,Pputida,2,16,0.019
0,beta-Hydroxybutyric acid,Pyruvate,Pputida,2,16,0.019
0,Alanine,Pyruvate,Pputida,2,16,0.019
0,Propionic acid,Pyruvate,Pputida,2,16,0.019
0.0741,Succinic acid,Pyruvate,Pputida,2,16,0.019
0.365,Serine,Pyruvate,Pputida,2,16,0.019
0.157,Fumaric acid,Pyruvate,Pputida,2,16,0.019
0.0944,Putrescine,Pyruvate,Pputida,2,16,0.019
0.247,Asparagine,Pyruvate,Pputida,2,16,0.019
0,Lactic acid,Pyruvate,Pputida,2,16,0.019
0.063,Hippuric acid,Pyruvate,Pputida,2,16,0.019
0.255,Methionine,Pyruvate,Pputida,2,16,0.019
0,Glycine,Pyruvate,Pputida,2,16,0.019
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,2,16,0.019
0,Acetyl-ornithine,Pyruvate,Pputida,2,16,0.019
1.35,Citric acid,Pyruvate,Pputida,2,16,0.019
0,Butyric acid,Pyruvate,Pputida,2,16,0.019
0.171,Valeric acid,Pyruvate,Pputida,2,16,0.019
384,Pyruvic acid,Pyruvate,Pputida,2,16,0.019
0,Acetic acid,Pyruvate,Pputida,2,16,0.019
0,Asparagine,Pyruvate,Pputida,1,28,0.1474
0,Alanine,Pyruvate,Pputida,1,28,0.1474
0.592,Propionic acid,Pyruvate,Pputida,1,28,0.1474
0,Serine,Pyruvate,Pputida,1,28,0.1474
1.67,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,28,0.1474
0,Valine,Pyruvate,Pputida,1,28,0.1474
1.67,Citric acid,Pyruvate,Pputida,1,28,0.1474
0.548,Acetyl-ornithine,Pyruvate,Pputida,1,28,0.1474
0.128,Methionine,Pyruvate,Pputida,1,28,0.1474
0,Glycine,Pyruvate,Pputida,1,28,0.1474
0.453,Butyric acid,Pyruvate,Pputida,1,28,0.1474
0,Lactic acid,Pyruvate,Pputida,1,28,0.1474
0.169,Fumaric acid,Pyruvate,Pputida,1,28,0.1474
27.2,Acetic acid,Pyruvate,Pputida,1,28,0.1474
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,1,28,0.1474
0,Putrescine,Pyruvate,Pputida,1,28,0.1474
0.126,Hippuric acid,Pyruvate,Pputida,1,28,0.1474
0,Valeric acid,Pyruvate,Pputida,1,28,0.1474
0.192,Succinic acid,Pyruvate,Pputida,1,28,0.1474
409,Pyruvic acid,Pyruvate,Pputida,1,28,0.1474
398,Pyruvic acid,Pyruvate,Pputida,2,28,0.1247
0,Propionic acid,Pyruvate,Pputida,2,28,0.1247
0,Alanine,Pyruvate,Pputida,2,28,0.1247
1.74,Citric acid,Pyruvate,Pputida,2,28,0.1247
2.22,Serine,Pyruvate,Pputida,2,28,0.1247
1.9,beta-Hydroxybutyric acid,Pyruvate,Pputida,2,28,0.1247
0,Valine,Pyruvate,Pputida,2,28,0.1247
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,2,28,0.1247
0,Putrescine,Pyruvate,Pputida,2,28,0.1247
0,Glycine,Pyruvate,Pputida,2,28,0.1247
1.3,Acetyl-ornithine,Pyruvate,Pputida,2,28,0.1247
18.9,Acetic acid,Pyruvate,Pputida,2,28,0.1247
0,Lactic acid,Pyruvate,Pputida,2,28,0.1247
0.124,Fumaric acid,Pyruvate,Pputida,2,28,0.1247
0.386,Butyric acid,Pyruvate,Pputida,2,28,0.1247
0,Hippuric acid,Pyruvate,Pputida,2,28,0.1247
0,Asparagine,Pyruvate,Pputida,2,28,0.1247
0.18,Methionine,Pyruvate,Pputida,2,28,0.1247
0,Valeric acid,Pyruvate,Pputida,2,28,0.1247
0.106,Succinic acid,Pyruvate,Pputida,2,28,0.1247
0,Valine,Pyruvate,Pputida,1,48,0.2606
0.276,Succinic acid,Pyruvate,Pputida,1,48,0.2606
2.44,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,48,0.2606
0,Alanine,Pyruvate,Pputida,1,48,0.2606
0.118,Hippuric acid,Pyruvate,Pputida,1,48,0.2606
1.37,Serine,Pyruvate,Pputida,1,48,0.2606
0,Glycine,Pyruvate,Pputida,1,48,0.2606
393,Pyruvic acid,Pyruvate,Pputida,1,48,0.2606
0,Lactic acid,Pyruvate,Pputida,1,48,0.2606
0.122,Fumaric acid,Pyruvate,Pputida,1,48,0.2606
0,Putrescine,Pyruvate,Pputida,1,48,0.2606
0.0678,Asparagine,Pyruvate,Pputida,1,48,0.2606
30.8,Acetic acid,Pyruvate,Pputida,1,48,0.2606
1.16,Propionic acid,Pyruvate,Pputida,1,48,0.2606
0.24,Methionine,Pyruvate,Pputida,1,48,0.2606
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,1,48,0.2606
0.263,Valeric acid,Pyruvate,Pputida,1,48,0.2606
2.97,Acetyl-ornithine,Pyruvate,Pputida,1,48,0.2606
0.937,Butyric acid,Pyruvate,Pputida,1,48,0.2606
4.76,Citric acid,Pyruvate,Pputida,1,48,0.2606
0.815,Butyric acid,Pyruvate,Pputida,2,48,0.285
0,Serine,Pyruvate,Pputida,2,48,0.285
0,Alanine,Pyruvate,Pputida,2,48,0.285
0.154,Succinic acid,Pyruvate,Pputida,2,48,0.285
3.06,Acetyl-ornithine,Pyruvate,Pputida,2,48,0.285
1.9,beta-Hydroxybutyric acid,Pyruvate,Pputida,2,48,0.285
0,Valine,Pyruvate,Pputida,2,48,0.285
394,Pyruvic acid,Pyruvate,Pputida,2,48,0.285
4.66,Citric acid,Pyruvate,Pputida,2,48,0.285
0.143,Methionine,Pyruvate,Pputida,2,48,0.285
0,Glycine,Pyruvate,Pputida,2,48,0.285
0,Asparagine,Pyruvate,Pputida,2,48,0.285
0.652,Propionic acid,Pyruvate,Pputida,2,48,0.285
0,Valeric acid,Pyruvate,Pputida,2,48,0.285
0.0964,Fumaric acid,Pyruvate,Pputida,2,48,0.285
0,Hippuric acid,Pyruvate,Pputida,2,48,0.285
33.9,Acetic acid,Pyruvate,Pputida,2,48,0.285
0,Putrescine,Pyruvate,Pputida,2,48,0.285
0,Lactic acid,Pyruvate,Pputida,2,48,0.285
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,2,48,0.285
1,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,1,16,0.0678
397,Pyruvic acid,Pyruvate,Pseudomonas,1,16,0.0678
0.22,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,1,16,0.0678
0,Putrescine,Pyruvate,Pseudomonas,1,16,0.0678
0,Valine,Pyruvate,Pseudomonas,1,16,0.0678
0,Alanine,Pyruvate,Pseudomonas,1,16,0.0678
0,Propionic acid,Pyruvate,Pseudomonas,1,16,0.0678
0.131,Succinic acid,Pyruvate,Pseudomonas,1,16,0.0678
0.174,Fumaric acid,Pyruvate,Pseudomonas,1,16,0.0678
0.561,Serine,Pyruvate,Pseudomonas,1,16,0.0678
0,Glycine,Pyruvate,Pseudomonas,1,16,0.0678
0,Asparagine,Pyruvate,Pseudomonas,1,16,0.0678
0,Butyric acid,Pyruvate,Pseudomonas,1,16,0.0678
0.224,Acetyl-ornithine,Pyruvate,Pseudomonas,1,16,0.0678
0.25,Methionine,Pyruvate,Pseudomonas,1,16,0.0678
1.36,Citric acid,Pyruvate,Pseudomonas,1,16,0.0678
0,Lactic acid,Pyruvate,Pseudomonas,1,16,0.0678
0,Valeric acid,Pyruvate,Pseudomonas,1,16,0.0678
0,Hippuric acid,Pyruvate,Pseudomonas,1,16,0.0678
0,Acetic acid,Pyruvate,Pseudomonas,1,16,0.0678
0.423,Serine,Pyruvate,Pseudomonas,2,16,0.096
0,Lactic acid,Pyruvate,Pseudomonas,2,16,0.096
0,Alanine,Pyruvate,Pseudomonas,2,16,0.096
0.0378,Succinic acid,Pyruvate,Pseudomonas,2,16,0.096
0.14,Fumaric acid,Pyruvate,Pseudomonas,2,16,0.096
377,Pyruvic acid,Pyruvate,Pseudomonas,2,16,0.096
0.212,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,2,16,0.096
0,Glycine,Pyruvate,Pseudomonas,2,16,0.096
0.268,Acetyl-ornithine,Pyruvate,Pseudomonas,2,16,0.096
0,Asparagine,Pyruvate,Pseudomonas,2,16,0.096
0,Butyric acid,Pyruvate,Pseudomonas,2,16,0.096
2.49,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,2,16,0.096
0,Propionic acid,Pyruvate,Pseudomonas,2,16,0.096
0,Valine,Pyruvate,Pseudomonas,2,16,0.096
1.36,Citric acid,Pyruvate,Pseudomonas,2,16,0.096
0.062,Hippuric acid,Pyruvate,Pseudomonas,2,16,0.096
0,Acetic acid,Pyruvate,Pseudomonas,2,16,0.096
0.162,Putrescine,Pyruvate,Pseudomonas,2,16,0.096
0.231,Methionine,Pyruvate,Pseudomonas,2,16,0.096
0,Valeric acid,Pyruvate,Pseudomonas,2,16,0.096
0,Valine,Pyruvate,Pseudomonas,1,28,0.116
6.26,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,1,28,0.116
0.16,Methionine,Pyruvate,Pseudomonas,1,28,0.116
0,Serine,Pyruvate,Pseudomonas,1,28,0.116
31.4,Acetic acid,Pyruvate,Pseudomonas,1,28,0.116
0.196,Succinic acid,Pyruvate,Pseudomonas,1,28,0.116
0,Lactic acid,Pyruvate,Pseudomonas,1,28,0.116
0.469,Butyric acid,Pyruvate,Pseudomonas,1,28,0.116
411,Pyruvic acid,Pyruvate,Pseudomonas,1,28,0.116
0.294,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,1,28,0.116
0.125,Fumaric acid,Pyruvate,Pseudomonas,1,28,0.116
0,Valeric acid,Pyruvate,Pseudomonas,1,28,0.116
0.409,Asparagine,Pyruvate,Pseudomonas,1,28,0.116
2.22,Citric acid,Pyruvate,Pseudomonas,1,28,0.116
0,Glycine,Pyruvate,Pseudomonas,1,28,0.116
0.904,Acetyl-ornithine,Pyruvate,Pseudomonas,1,28,0.116
0,Alanine,Pyruvate,Pseudomonas,1,28,0.116
0.663,Propionic acid,Pyruvate,Pseudomonas,1,28,0.116
0,Putrescine,Pyruvate,Pseudomonas,1,28,0.116
0.101,Hippuric acid,Pyruvate,Pseudomonas,1,28,0.116
0,Valine,Pyruvate,Pseudomonas,2,28,0.1001
0,Alanine,Pyruvate,Pseudomonas,2,28,0.1001
15.2,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,2,28,0.1001
0.715,Serine,Pyruvate,Pseudomonas,2,28,0.1001
402,Pyruvic acid,Pyruvate,Pseudomonas,2,28,0.1001
0.4,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,2,28,0.1001
0,Putrescine,Pyruvate,Pseudomonas,2,28,0.1001
0,Lactic acid,Pyruvate,Pseudomonas,2,28,0.1001
0,Glycine,Pyruvate,Pseudomonas,2,28,0.1001
6.14,Acetic acid,Pyruvate,Pseudomonas,2,28,0.1001
0.16,Succinic acid,Pyruvate,Pseudomonas,2,28,0.1001
0.188,Butyric acid,Pyruvate,Pseudomonas,2,28,0.1001
0.11,Fumaric acid,Pyruvate,Pseudomonas,2,28,0.1001
0.123,Hippuric acid,Pyruvate,Pseudomonas,2,28,0.1001
0,Propionic acid,Pyruvate,Pseudomonas,2,28,0.1001
1.45,Acetyl-ornithine,Pyruvate,Pseudomonas,2,28,0.1001
0.103,Methionine,Pyruvate,Pseudomonas,2,28,0.1001
0,Valeric acid,Pyruvate,Pseudomonas,2,28,0.1001
0,Asparagine,Pyruvate,Pseudomonas,2,28,0.1001
3.07,Citric acid,Pyruvate,Pseudomonas,2,28,0.1001
0.408,Serine,Pyruvate,Pseudomonas,1,48,0.2047
423,Pyruvic acid,Pyruvate,Pseudomonas,1,48,0.2047
0,Lactic acid,Pyruvate,Pseudomonas,1,48,0.2047
0,Alanine,Pyruvate,Pseudomonas,1,48,0.2047
0.372,Succinic acid,Pyruvate,Pseudomonas,1,48,0.2047
5.48,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,1,48,0.2047
1.66,Acetyl-ornithine,Pyruvate,Pseudomonas,1,48,0.2047
0.33,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,1,48,0.2047
0.123,Fumaric acid,Pyruvate,Pseudomonas,1,48,0.2047
0,Propionic acid,Pyruvate,Pseudomonas,1,48,0.2047
0.415,Valeric acid,Pyruvate,Pseudomonas,1,48,0.2047
0.502,Butyric acid,Pyruvate,Pseudomonas,1,48,0.2047
0,Asparagine,Pyruvate,Pseudomonas,1,48,0.2047
0,Valine,Pyruvate,Pseudomonas,1,48,0.2047
0,Hippuric acid,Pyruvate,Pseudomonas,1,48,0.2047
8.84,Acetic acid,Pyruvate,Pseudomonas,1,48,0.2047
0.096,Methionine,Pyruvate,Pseudomonas,1,48,0.2047
0,Glycine,Pyruvate,Pseudomonas,1,48,0.2047
3.92,Citric acid,Pyruvate,Pseudomonas,1,48,0.2047
0,Putrescine,Pyruvate,Pseudomonas,1,48,0.2047
0.511,Succinic acid,Pyruvate,Pseudomonas,2,48,0.242
0,Valine,Pyruvate,Pseudomonas,2,48,0.242
0,Asparagine,Pyruvate,Pseudomonas,2,48,0.242
1.22,Butyric acid,Pyruvate,Pseudomonas,2,48,0.242
0,Glycine,Pyruvate,Pseudomonas,2,48,0.242
0,Alanine,Pyruvate,Pseudomonas,2,48,0.242
27.9,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,2,48,0.242
0,Lactic acid,Pyruvate,Pseudomonas,2,48,0.242
1.24,Serine,Pyruvate,Pseudomonas,2,48,0.242
43,Acetic acid,Pyruvate,Pseudomonas,2,48,0.242
0.0672,Methionine,Pyruvate,Pseudomonas,2,48,0.242
0.329,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,2,48,0.242
4.14,Acetyl-ornithine,Pyruvate,Pseudomonas,2,48,0.242
0,Hippuric acid,Pyruvate,Pseudomonas,2,48,0.242
11.3,Citric acid,Pyruvate,Pseudomonas,2,48,0.242
382,Pyruvic acid,Pyruvate,Pseudomonas,2,48,0.242
1.25,Fumaric acid,Pyruvate,Pseudomonas,2,48,0.242
1.46,Propionic acid,Pyruvate,Pseudomonas,2,48,0.242
0,Putrescine,Pyruvate,Pseudomonas,2,48,0.242
0.107,Valeric acid,Pyruvate,Pseudomonas,2,48,0.242
0,Valine,Succinate,Pputida,1,28,0.2997
13.8,Propionic acid,Succinate,Pputida,1,28,0.2997
0,Pyruvic acid,Succinate,Pputida,1,28,0.2997
1.1,Acetyl-ornithine,Succinate,Pputida,1,28,0.2997
0,Alanine,Succinate,Pputida,1,28,0.2997
0,Asparagine,Succinate,Pputida,1,28,0.2997
5.65,Butyric acid,Succinate,Pputida,1,28,0.2997
0,Serine,Succinate,Pputida,1,28,0.2997
0,Glycine,Succinate,Pputida,1,28,0.2997
1.43,Valeric acid,Succinate,Pputida,1,28,0.2997
0.156,Succinic acid,Succinate,Pputida,1,28,0.2997
0.213,Methionine,Succinate,Pputida,1,28,0.2997
0.851,beta-Hydroxybutyric acid,Succinate,Pputida,1,28,0.2997
0.323,Hippuric acid,Succinate,Pputida,1,28,0.2997
5.38,Citric acid,Succinate,Pputida,1,28,0.2997
0,alpha-Ketoglutaric acid,Succinate,Pputida,1,28,0.2997
0,Lactic acid,Succinate,Pputida,1,28,0.2997
0.251,Fumaric acid,Succinate,Pputida,1,28,0.2997
182,Acetic acid,Succinate,Pputida,1,28,0.2997
0,Putrescine,Succinate,Pputida,1,28,0.2997
0,Asparagine,Succinate,Pputida,2,28,0.3119
0,Serine,Succinate,Pputida,2,28,0.3119
16,Propionic acid,Succinate,Pputida,2,28,0.3119
1840,Succinic acid,Succinate,Pputida,2,28,0.3119
0,Valine,Succinate,Pputida,2,28,0.3119
0,Putrescine,Succinate,Pputida,2,28,0.3119
0,Glycine,Succinate,Pputida,2,28,0.3119
1.96,Pyruvic acid,Succinate,Pputida,2,28,0.3119
0,alpha-Ketoglutaric acid,Succinate,Pputida,2,28,0.3119
0,Alanine,Succinate,Pputida,2,28,0.3119
1.1,beta-Hydroxybutyric acid,Succinate,Pputida,2,28,0.3119
7.22,Citric acid,Succinate,Pputida,2,28,0.3119
0,Lactic acid,Succinate,Pputida,2,28,0.3119
0.182,Methionine,Succinate,Pputida,2,28,0.3119
1.39,Valeric acid,Succinate,Pputida,2,28,0.3119
0.475,Hippuric acid,Succinate,Pputida,2,28,0.3119
6.79,Butyric acid,Succinate,Pputida,2,28,0.3119
1.64,Acetyl-ornithine,Succinate,Pputida,2,28,0.3119
210,Acetic acid,Succinate,Pputida,2,28,0.3119
9.49,Fumaric acid,Succinate,Pputida,2,28,0.3119
0,Valine,Succinate,Pputida,1,48,0.3982
0,Lactic acid,Succinate,Pputida,1,48,0.3982
0.872,beta-Hydroxybutyric acid,Succinate,Pputida,1,48,0.3982
0,alpha-Ketoglutaric acid,Succinate,Pputida,1,48,0.3982
0,Serine,Succinate,Pputida,1,48,0.3982
162,Acetic acid,Succinate,Pputida,1,48,0.3982
0,Asparagine,Succinate,Pputida,1,48,0.3982
6.69,Butyric acid,Succinate,Pputida,1,48,0.3982
0,Glycine,Succinate,Pputida,1,48,0.3982
0,Alanine,Succinate,Pputida,1,48,0.3982
376,Succinic acid,Succinate,Pputida,1,48,0.3982
17,Propionic acid,Succinate,Pputida,1,48,0.3982
1.98,Fumaric acid,Succinate,Pputida,1,48,0.3982
1.56,Valeric acid,Succinate,Pputida,1,48,0.3982
0,Pyruvic acid,Succinate,Pputida,1,48,0.3982
0,Putrescine,Succinate,Pputida,1,48,0.3982
1.58,Acetyl-ornithine,Succinate,Pputida,1,48,0.3982
4.16,Citric acid,Succinate,Pputida,1,48,0.3982
0.125,Methionine,Succinate,Pputida,1,48,0.3982
0.504,Hippuric acid,Succinate,Pputida,1,48,0.3982
0,Pyruvic acid,Succinate,Pputida,2,48,0.4123
0,Valine,Succinate,Pputida,2,48,0.4123
0,Alanine,Succinate,Pputida,2,48,0.4123
0.561,beta-Hydroxybutyric acid,Succinate,Pputida,2,48,0.4123
0,Lactic acid,Succinate,Pputida,2,48,0.4123
0.66,Serine,Succinate,Pputida,2,48,0.4123
0,Glycine,Succinate,Pputida,2,48,0.4123
0,alpha-Ketoglutaric acid,Succinate,Pputida,2,48,0.4123
2.15,Acetyl-ornithine,Succinate,Pputida,2,48,0.4123
0.397,Fumaric acid,Succinate,Pputida,2,48,0.4123
244,Acetic acid,Succinate,Pputida,2,48,0.4123
0.588,Succinic acid,Succinate,Pputida,2,48,0.4123
7.01,Butyric acid,Succinate,Pputida,2,48,0.4123
0,Putrescine,Succinate,Pputida,2,48,0.4123
0.376,Hippuric acid,Succinate,Pputida,2,48,0.4123
0,Asparagine,Succinate,Pputida,2,48,0.4123
17.6,Propionic acid,Succinate,Pputida,2,48,0.4123
0.193,Methionine,Succinate,Pputida,2,48,0.4123
1.63,Valeric acid,Succinate,Pputida,2,48,0.4123
1.19,Citric acid,Succinate,Pputida,2,48,0.4123
0,Valine,Succinate,Pseudomonas,1,28,0.142
0.664,Serine,Succinate,Pseudomonas,1,28,0.142
0,Glycine,Succinate,Pseudomonas,1,28,0.142
0,Asparagine,Succinate,Pseudomonas,1,28,0.142
5.75,Butyric acid,Succinate,Pseudomonas,1,28,0.142
0,Alanine,Succinate,Pseudomonas,1,28,0.142
12.4,Fumaric acid,Succinate,Pseudomonas,1,28,0.142
140,Acetic acid,Succinate,Pseudomonas,1,28,0.142
0.83,beta-Hydroxybutyric acid,Succinate,Pseudomonas,1,28,0.142
0,Putrescine,Succinate,Pseudomonas,1,28,0.142
0.748,Acetyl-ornithine,Succinate,Pseudomonas,1,28,0.142
0.443,Hippuric acid,Succinate,Pseudomonas,1,28,0.142
4.89,Citric acid,Succinate,Pseudomonas,1,28,0.142
0.212,Methionine,Succinate,Pseudomonas,1,28,0.142
0,Lactic acid,Succinate,Pseudomonas,1,28,0.142
14.6,Propionic acid,Succinate,Pseudomonas,1,28,0.142
3480,Succinic acid,Succinate,Pseudomonas,1,28,0.142
0.41,alpha-Ketoglutaric acid,Succinate,Pseudomonas,1,28,0.142
1.24,Valeric acid,Succinate,Pseudomonas,1,28,0.142
7.05,Pyruvic acid,Succinate,Pseudomonas,1,28,0.142
0.312,Serine,Succinate,Pseudomonas,2,28,0.1307
0,Alanine,Succinate,Pseudomonas,2,28,0.1307
1.48,alpha-Ketoglutaric acid,Succinate,Pseudomonas,2,28,0.1307
0,Valine,Succinate,Pseudomonas,2,28,0.1307
10.1,Pyruvic acid,Succinate,Pseudomonas,2,28,0.1307
16.8,Propionic acid,Succinate,Pseudomonas,2,28,0.1307
0.6,beta-Hydroxybutyric acid,Succinate,Pseudomonas,2,28,0.1307
0,Glycine,Succinate,Pseudomonas,2,28,0.1307
198,Acetic acid,Succinate,Pseudomonas,2,28,0.1307
0,Asparagine,Succinate,Pseudomonas,2,28,0.1307
12.1,Fumaric acid,Succinate,Pseudomonas,2,28,0.1307
0.289,Acetyl-ornithine,Succinate,Pseudomonas,2,28,0.1307
0.448,Hippuric acid,Succinate,Pseudomonas,2,28,0.1307
1.52,Valeric acid,Succinate,Pseudomonas,2,28,0.1307
0,Putrescine,Succinate,Pseudomonas,2,28,0.1307
0,Lactic acid,Succinate,Pseudomonas,2,28,0.1307
0.241,Methionine,Succinate,Pseudomonas,2,28,0.1307
4420,Succinic acid,Succinate,Pseudomonas,2,28,0.1307
6.66,Butyric acid,Succinate,Pseudomonas,2,28,0.1307
2.56,Citric acid,Succinate,Pseudomonas,2,28,0.1307
0,Pyruvic acid,Succinate,Pseudomonas,1,48,0.201
