,Metabolite,Carbon source,Rate [mmol/gDW/h],Std. Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],Species,Dataset,Metabolite id,Charge,Phosphate,Compound class,Comment,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotatable Bond Count,Topological Polar Surface Area,Charge (pubchem),xlogP,pubchem id,Formula,Molecular weight [g/mol],ECMDB name,ECMDB ID,Park et al. name,Thorfinnsdottir et al. abbrv,Intracellular concentration [uM],log10(Rate [mmol/gDW/h]),log10(Metabolite value [gDW/mmol]),Rate [mmol C/gDW/h],Rate [g/gDW/h],Metabolite value [gDW/mmol C],Metabolite value [gDW/g],log10(Rate [mmol C/gDW/h]),log10(Rate [g/gDW/h]),log10(Metabolite value [gDW/mmol C]),log10(Metabolite value [gDW/g]),log10(Turnover [mmol/gDW/h]),Species - Carbon source,Intracellular concentration [M]
413,Hexanoate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
414,Hexanoate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
415,Hexanoylcarnitine (c6),Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
416,Hexanoylcarnitine (c6),L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
417,Hexanoylcarnitine (c6),L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
418,Hexoses,Galactose,-7.1203888512711115,0.9605961200186004,,,,,E. coli,SINTEF-23,,,0.0,Other,,5.0,6.0,5.0,118.0,0.0,-2.9,24749.0,C6H12O6,180.16,,,,,,,,,,,,,,,,,E. coli - Galactose,
419,Hexoses,L-malate,,,,,,,E. coli,SINTEF-23,,,0.0,Other,,5.0,6.0,5.0,118.0,0.0,-2.9,24749.0,C6H12O6,180.16,,,,,,,,,,,,,,,,,E. coli - L-malate,
420,Hexoses,L-alanine,,,,,,,E. coli,SINTEF-23,,,0.0,Other,,5.0,6.0,5.0,118.0,0.0,-2.9,24749.0,C6H12O6,180.16,,,,,,,,,,,,,,,,,E. coli - L-alanine,
421,Histidine,Galactose,,,0.1216150367731816,6.0,155.15456,0.0384130364345807,E. coli,SINTEF-23,his__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,92.0,0.0,-3.2,6274.0,C6H9N3O2,155.15,L-Histidine,ECMDB00177,histidine,His,,,-0.9150127245379104,,,0.020269172795530265,0.7838315340082921,,,-1.6931639749215541,-0.10577726858142994,-1.4155213618100442,E. coli - Galactose,
422,Histidine,L-malate,,,0.1931293940878209,6.0,155.15456,0.0521089224241959,E. coli,SINTEF-23,his__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,92.0,0.0,-3.2,6274.0,C6H9N3O2,155.15,L-Histidine,ECMDB00177,histidine,His,,,-0.7141516220329839,,,0.03218823234797015,1.2447548695173438,,,-1.4923028724166276,0.0950838339234966,-1.2830879076442987,E. coli - L-malate,
423,Histidine,L-alanine,,,0.1429891504875713,6.0,155.15456,0.0284415772559328,E. coli,SINTEF-23,his__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,92.0,0.0,-3.2,6274.0,C6H9N3O2,155.15,L-Histidine,ECMDB00177,histidine,His,,,-0.8446969140184007,,,0.023831525081261882,0.9215916727653463,,,-1.6228481644020445,-0.03546145806192033,-1.5460463230423307,E. coli - L-alanine,
424,Histidine,Glucose,0.0009334716981224,0.0002075931446913,0.1435882812827915,6.0,155.15456,0.0592743763674329,E. coli,Paczia-12,his__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,92.0,0.0,-3.2,6274.0,C6H9N3O2,155.15,L-Histidine,ECMDB00177,histidine,His,72.54444444444447,-3.029898844866052,-0.8428810028645637,0.0056008301887344,0.0001448323905946338,0.02393138021379858,0.9254531821867915,-2.2517475944824086,-3.8391343008225323,-1.6210322532482073,-0.0336455469080832,-1.2271330065881951,E. coli - Glucose,7.254444444444447e-05
425,Histidine,Glucose,-0.0001097956610896,1.9871063234495683e-05,0.1003262246156266,6.0,155.15456,0.0252306671031914,B. licheniformis,Paczia-12,his__L,0.0,0.0,Amino acid,,3.0,4.0,3.0,92.0,0.0,-3.2,6274.0,C6H9N3O2,155.15,L-Histidine,ECMDB00177,histidine,His,,,-0.9985855304173169,-0.0006587739665376,-1.7035297486266007e-05,0.016721037435937766,0.6466211796522552,,,-1.7767367808009604,-0.18935007446083635,-1.598071266509586,B. licheniformis - Glucose,
426,Homoserine,Galactose,,,,,,,E. coli,SINTEF-23,hom__L,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000449,3.0,4.0,3.0,83.6,0.0,-4.4,779.0,C4H9NO3,119.12,L-Homoserine,ECMDB02251,,,,,,,,,,,,,,,E. coli - Galactose,
427,Homoserine,L-malate,,,,,,,E. coli,SINTEF-23,hom__L,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000449,3.0,4.0,3.0,83.6,0.0,-4.4,779.0,C4H9NO3,119.12,L-Homoserine,ECMDB02251,,,,,,,,,,,,,,,E. coli - L-malate,
428,Homoserine,L-alanine,,,,,,,E. coli,SINTEF-23,hom__L,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000449,3.0,4.0,3.0,83.6,0.0,-4.4,779.0,C4H9NO3,119.12,L-Homoserine,ECMDB02251,,,,,,,,,,,,,,,E. coli - L-alanine,
429,Homoserine,Glucose,0.000111140228376,5.003405520352499e-06,0.0486002119782114,4.0,119.11916,1.477633033155494,E. coli,Paczia-12,hom__L,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000449,3.0,4.0,3.0,83.6,0.0,-4.4,779.0,C4H9NO3,119.12,L-Homoserine,ECMDB02251,,,16.1,-3.9541287151416538,-1.3133618364832473,0.000444560913504,1.3238930646357284e-05,0.01215005299455285,0.4079965975096819,-3.3520687238136913,-4.8781470929281845,-1.9154218278112096,-0.38934345869671666,0.16956659139049088,E. coli - Glucose,1.6100000000000002e-05
430,Homoserine,Glucose,0.0004965436009519,1.0369313911874817e-05,0.0677936785432764,4.0,119.11916,0.166282749799453,C. glutamicum,Paczia-12,hom__L,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000449,3.0,4.0,3.0,83.6,0.0,-4.4,779.0,C4H9NO3,119.12,L-Homoserine,ECMDB02251,,,,-3.3040426105695424,-1.1688108002592725,0.0019861744038076,5.914785664876553e-05,0.0169484196358191,0.5691248875770817,-2.70198261924158,-4.228060988356073,-1.7708707915872348,-0.2447924224727419,-0.7791528022265977,C. glutamicum - Glucose,
431,Homoserine,Glucose,0.000282363775648,1.90964313667917e-05,0.0558731385645328,4.0,119.11916,0.0350063262451709,B. licheniformis,Paczia-12,hom__L,0.0,0.0,Amino acid,https://ecmdb.ca/compounds/M2MDB000449,3.0,4.0,3.0,83.6,0.0,-4.4,779.0,C4H9NO3,119.12,L-Homoserine,ECMDB02251,,,,-3.5491910195369116,-1.2527969323095451,0.001129455102592,3.3634935769618216e-05,0.0139682846411332,0.4690524896627276,-2.947131028208949,-4.473209397323442,-1.8548569236375076,-0.3287785545230147,-1.4558534640754988,B. licheniformis - Glucose,
432,Hydroxyphenyllactate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
433,Hydroxyphenyllactate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
434,Hydroxyphenyllactate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
435,Hypoxanthine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
436,Hypoxanthine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
437,Hypoxanthine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
438,Inosine,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
439,Inosine,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
440,Inosine,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
441,Isocitrate,Galactose,4.324173436473357e-05,1.719485047236147e-05,0.0642128487179261,6.0,189.0997,2.5092471618821026,E. coli,SINTEF-23,icit,-3.0,0.0,Carboxylic acid,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,C6H8O7,192.12,Isocitric acid,ECMDB04088,isocitrate[c]*,ICit,14.292777777777776,-4.3640968954327,-1.1923780627570388,0.0002594504061884014,8.17699899585081e-06,0.010702141452987682,0.33957139391509394,-3.585945645049057,-5.087406055579982,-1.9705293131406825,-0.46906890260975753,0.399543441607473,E. coli - Galactose,1.4292777777777775e-05
442,Isocitrate,L-malate,0.00097224264302,0.0001126050051381,0.014925609707217,6.0,189.0997,8.433854926192879,E. coli,SINTEF-23,icit,-3.0,0.0,Carboxylic acid,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,C6H8O7,192.12,Isocitric acid,ECMDB04088,isocitrate[c]*,ICit,14.292777777777776,-3.0122253344833116,-1.8260679190212736,0.00583345585812,0.00018385079212228912,0.0024876016178695,0.07892984339592816,-2.2340740840996682,-3.735534494630593,-2.6042191694049173,-1.1027587588739924,0.9260261262857,E. coli - L-malate,1.4292777777777775e-05
443,Isocitrate,L-alanine,0.0006959753687172,5.963313509199155e-05,0.0523689134231786,6.0,189.0997,3.471457593234707,E. coli,SINTEF-23,icit,-3.0,0.0,Carboxylic acid,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,C6H8O7,192.12,Isocitric acid,ECMDB04088,isocitrate[c]*,ICit,14.292777777777776,-3.157406130245031,-1.2809264369675846,0.0041758522123032,0.00013160873343181194,0.008728152237196434,0.2769381094902773,-2.3792548798613877,-3.8807152903923123,-2.059077687351228,-0.5576172768203032,0.5405118643537269,E. coli - L-alanine,1.4292777777777775e-05
444,Isocitrate,Glucose,0.0011373945039967,3.930593026472414e-05,0.0418875409188279,6.0,189.0997,6.022707403576503,E. coli,Paczia-12,icit,-3.0,0.0,Carboxylic acid,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,C6H8O7,192.12,Isocitric acid,ECMDB04088,isocitrate[c]*,ICit,14.292777777777776,-2.9440888746328864,-1.3779151349057026,0.006824367023980199,0.0002150809594874248,0.006981256819804649,0.22151035098854147,-2.165937624249243,-3.6673980347801676,-2.1560663852893462,-0.6546059747584213,0.7797917646982505,E. coli - Glucose,1.4292777777777775e-05
445,Isocitrate,Glucose,0.000727634332276,3.83312511699273e-05,0.0567003189620052,6.0,189.0997,1.99656662800035,B. licheniformis,Paczia-12,icit,-3.0,0.0,Carboxylic acid,,4.0,7.0,5.0,132.0,0.0,-1.8,1198.0,C6H8O7,192.12,Isocitric acid,ECMDB04088,isocitrate[c]*,ICit,,-3.138086817626349,-1.2464144980198064,0.004365805993656,0.00013759543394309192,0.009450053160334199,0.29984351620867294,-2.3599355672427054,-3.86139597777363,-2.0245657484034503,-0.5231053378725251,0.3002838077385047,B. licheniformis - Glucose,
446,Isoleucine,Galactose,-1.3247284293248264e-05,4.1429196520266454e-06,0.1220419139158768,6.0,131.17291999999998,0.1177996269955277,E. coli,SINTEF-23,ile__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.7,6306.0,C6H13NO2,131.17,L-Isoleucine,ECMDB00172,,Ile,125.81000000000002,,-0.9134909901759233,-7.948370575948958e-05,-1.7376849628155108e-06,0.020340318985979468,0.9303895492749329,,,-1.6916422405595668,-0.031335176523072286,-0.9288560847105514,E. coli - Galactose,0.00012581000000000002
447,Isoleucine,L-malate,-6.360339202932218e-05,1.9975952187943013e-05,0.0884509497023344,6.0,131.17291999999998,0.159800218739885,E. coli,SINTEF-23,ile__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.7,6306.0,C6H13NO2,131.17,L-Isoleucine,ECMDB00172,,Ile,125.81000000000002,,-1.0532974996873388,-0.0003816203521759331,-8.343042654390915e-06,0.014741824950389067,0.6743080027671444,,,-1.8314487500709824,-0.1711416860344877,-0.7964226305448058,E. coli - L-malate,0.00012581000000000002
448,Isoleucine,L-alanine,0.0004757879917272,0.0001163842823947,0.0907606888764844,6.0,131.17291999999998,0.0872205767336116,E. coli,SINTEF-23,ile__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.7,6306.0,C6H13NO2,131.17,L-Isoleucine,ECMDB00172,,Ile,125.81000000000002,-3.3225865231907767,-1.0421022164658091,0.0028547279503632,6.241050017579266e-05,0.015126781479414068,0.6919163564894677,-2.5444352728071333,-4.204742336843628,-1.8202534668494528,-0.15994640281295808,-1.0593810459428386,E. coli - L-alanine,0.00012581000000000002
449,Isoleucine,Glucose,6.574863343863602e-05,2.861466041033785e-06,0.1073051606403807,6.0,131.17291999999998,0.1817742119493121,E. coli,Paczia-12,ile__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.7,6306.0,C6H13NO2,131.17,L-Isoleucine,ECMDB00172,,Ile,79.85000000000001,-4.182113269396794,-0.9693793909534757,0.0003944918006318161,8.624440234155527e-06,0.01788419344006345,0.8180435461860628,-3.40396201901315,-5.064269083049645,-1.7475306413371194,-0.08722357730062479,-0.7404677294887022,E. coli - Glucose,7.985e-05
450,Isoleucine,Glucose,3.8654107896087585e-05,1.2988076271695094e-05,0.0908103410983407,6.0,131.17291999999998,0.0833460436597477,B. licheniformis,Paczia-12,ile__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.7,6306.0,C6H13NO2,131.17,L-Isoleucine,ECMDB00172,,Ile,,-4.4128043454247745,-1.0418646930403272,0.0002319246473765255,5.070372202724864e-06,0.01513505684972345,0.6922948814308678,-3.634653095041131,-5.294960159077626,-1.8200159434239709,-0.1597088793874764,-1.0791150108032266,B. licheniformis - Glucose,
451,Isoleucine,Glucose,-1.7531407930996764e-06,5.426864046243756e-06,0.0751095806853674,6.0,131.17291999999998,0.0854559102641545,S. cerevisiae,Paczia-12,ile__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.7,6306.0,C6H13NO2,131.17,L-Isoleucine,ECMDB00172,,Ile,,,-1.1243046625510056,-1.0518844758598058e-05,-2.2996459700200038e-07,0.012518263447561233,0.5725997460860626,,,-1.9024559129346492,-0.24214884889815463,-1.0682578954201891,S. cerevisiae - Glucose,
452,Isovalerylcarnitine (c5/ic5),Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
453,Isovalerylcarnitine (c5/ic5),L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
454,Isovalerylcarnitine (c5/ic5),L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
455,Kynurenate,Galactose,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - Galactose,
456,Kynurenate,L-malate,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-malate,
457,Kynurenate,L-alanine,,,,,,,E. coli,SINTEF-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. coli - L-alanine,
458,Lactate,Galactose,-0.0001574116795548,0.0001488453447022,0.0376305265196996,3.0,89.07,0.0,E. coli,SINTEF-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,,-1.424459705065721,-0.0004722350386644,-1.4020658297946036e-05,0.012543508839899867,0.4224826150185203,,,-1.9015809597853834,-0.374191157381428,-inf,E. coli - Galactose,
459,Lactate,L-malate,0.0004045855227541,0.0005916464909173,0.009374901464032,3.0,89.07,0.0,E. coli,SINTEF-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,-3.392989661605987,-2.028033288277797,0.0012137565682623,3.603643251170768e-05,0.003124967154677333,0.10525318809960706,-2.9158684068863248,-4.44325820929028,-2.5051545429974595,-0.9777647405935042,-inf,E. coli - L-malate,
460,Lactate,L-alanine,0.0003714299501629,0.0002603006123042,0.027254640906521,3.0,89.07,0.0,E. coli,SINTEF-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,-3.430123079955286,-1.5645595356448623,0.0011142898504887,3.30832656610095e-05,0.009084880302173666,0.30599125302033237,-2.953001825235624,-4.480391627639579,-2.041680790364525,-0.5142909879605693,-inf,E. coli - L-alanine,
461,Lactate,D-Glucose,2.1013468650870566,0.8785036923113926,0.0466611057342553,3.0,89.07,0.0,Ecoli,Vila-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,0.32249774643714607,-1.3310449738878378,6.30404059526117,0.18716696527330412,0.015553701911418432,0.5238700542747872,0.7996190011568085,-0.7277708012471469,-1.8081662286075002,-0.2807764262035448,-inf,Ecoli - D-Glucose,
462,Lactate,D-Fructose,0.4097360907657686,0.2698510314682748,0.0466950447332387,3.0,89.07,0.0,Ecoli,Vila-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,-0.38749578042056115,-1.3307292042132026,1.229208272297306,0.03649519360450701,0.015565014911079566,0.5242510916496991,0.08962547429910128,-1.4377643281048542,-1.807850458932865,-0.28046065652890967,-inf,Ecoli - D-Fructose,
463,Lactate,D-Galactose,0.458603765896407,0.1180435708130847,0.0466825051166797,3.0,89.07,0.0,Ecoli,Vila-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,-0.3385623833145103,-1.3308458465178732,1.375811297689221,0.04084783742839297,0.015560835038893233,0.5241103078104828,0.13855887140515213,-1.3888309309988032,-1.8079671012375356,-0.2805772988335802,-inf,Ecoli - D-Galactose,
464,Lactate,Pyruvate,0.6203186930888854,0.1757274596496344,0.0450930844655278,3.0,89.07,0.0,Ecoli,Vila-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,-0.2073851313241029,-1.3458900569856744,1.8609560792666562,0.05525178599342702,0.015031028155175935,0.5062656839062288,0.26973612339555947,-1.2576536790083959,-1.823011311705337,-0.2956215093013816,-inf,Ecoli - Pyruvate,
465,Lactate,D-Glucose,5.51740756848221,0.1162047679945198,0.0465472601586469,3.0,89.07,0.0,Enterobacter,Vila-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,0.7417350662860033,-1.3321058771530971,16.55222270544663,0.49143549212471044,0.015515753386215634,0.5225918957970911,1.2188563210056658,-0.3085334813982896,-1.8092271318727595,-0.2818373294688041,-inf,Enterobacter - D-Glucose,
466,Lactate,D-Fructose,3.394675219340927,0.0570421846500604,0.0364613838390259,3.0,89.07,0.0,Enterobacter,Vila-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,0.5307982301054017,-1.4381668523500573,10.184025658022781,0.3023637217866964,0.012153794613008632,0.4093565043115067,1.007919484825064,-0.5194703175788912,-1.9152881070697196,-0.38789830466576425,-inf,Enterobacter - D-Fructose,
467,Lactate,Pyruvate,0.3350686979809657,0.0226816503448945,0.0449915636580422,3.0,89.07,0.0,Enterobacter,Vila-23,lac__D,-1.0,0.0,Carboxylic acid,,1.0,3.0,0.0,60.4,-1.0,0.2,91435.0,C3H5O3-,89.07,L-Lactic acid,ECMDB00190,,,,-0.47486614193228066,-1.3468689128967024,1.0052060939428973,0.029844568929164615,0.014997187886014068,0.5051258971375571,0.0022551127873818443,-1.5251346896165736,-1.823990167616365,-0.2966003652124095,-inf,Enterobacter - Pyruvate,
468,Leucine,Galactose,8.521009805714772e-05,5.517440135045256e-05,0.1344150914803055,6.0,131.17291999999998,0.1826749954390856,E. coli,SINTEF-23,leu__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.5,6106.0,C6H13NO2,131.17,L-Leucine,ECMDB00687,,Leu,162.55,-4.069508934920774,-0.8715519680480223,0.0005112605883428863,1.1177257375642391e-05,0.022402515246717585,1.024716774470718,-3.2913576845371297,-4.9516647485736245,-1.6497032184316658,0.010603845604828717,-0.7383208948259367,E. coli - Galactose,0.00016255
469,Leucine,L-malate,5.3718661800049125e-05,6.415498854425805e-06,0.2159094243316062,6.0,131.17291999999998,0.247806423279945,E. coli,SINTEF-23,leu__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.5,6106.0,C6H13NO2,131.17,L-Leucine,ECMDB00687,,Leu,162.55,-4.269874814694558,-0.6657284005287443,0.00032231197080029474,7.046433726804899e-06,0.0359849040552677,1.6459908366117506,-3.491723564310914,-5.152030628347409,-1.443879650912388,0.21642741312410665,-0.6058874406601911,E. coli - L-malate,0.00016255
470,Leucine,L-alanine,8.086757910605357e-05,9.478473647857492e-05,0.1639063186116451,6.0,131.17291999999998,0.1352552538864306,E. coli,SINTEF-23,leu__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.5,6106.0,C6H13NO2,131.17,L-Leucine,ECMDB00687,,Leu,162.55,-4.092225557960478,-0.785404303993402,0.0004852054746363214,1.0607636484672034e-05,0.027317719768607515,1.2495438739310303,-3.3140743075768344,-4.974381371613329,-1.5635555543770456,0.09675150965944898,-0.8688458560582234,E. coli - L-alanine,0.00016255
471,Leucine,Glucose,6.353027333903078e-05,3.571997805753534e-06,0.1704629707695137,6.0,131.17291999999998,0.28188207539948,E. coli,Paczia-12,leu__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.5,6106.0,C6H13NO2,131.17,L-Leucine,ECMDB00687,,Leu,141.08333333333331,-4.197019276108507,-0.7683699470939118,0.0003811816400341847,8.333451462278817e-06,0.02841049512825228,1.2995286738262268,-3.418868025724863,-5.079175089761358,-1.5465211974775555,0.11378586655893923,-0.5499325396040875,E. coli - Glucose,0.0001410833333333333
472,Leucine,Glucose,3.8654107896087585e-05,1.2988076271695094e-05,0.0880218724717274,6.0,131.17291999999998,0.1069772539077897,B. licheniformis,Paczia-12,leu__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.5,6106.0,C6H13NO2,131.17,L-Leucine,ECMDB00687,,Leu,,-4.4128043454247745,-1.0554093970149607,0.0002319246473765255,5.070372202724864e-06,0.014670312078621232,0.6710369218869825,-3.634653095041131,-5.294960159077626,-1.8335606473986044,-0.1732535833621098,-0.9707085545808476,B. licheniformis - Glucose,
473,Leucine,Glucose,-1.7531407930996764e-06,5.426864046243756e-06,0.0478645502568597,6.0,131.17291999999998,0.1314430089991872,S. cerevisiae,Paczia-12,leu__L,0.0,0.0,Amino acid,,2.0,3.0,3.0,63.3,0.0,-1.5,6106.0,C6H13NO2,131.17,L-Leucine,ECMDB00687,,Leu,,,-1.3199860174335982,-1.0518844758598058e-05,-2.2996459700200038e-07,0.00797742504280995,0.3648965827463451,,,-2.0981372678172416,-0.4378302037807472,-0.8812625075706714,S. cerevisiae - Glucose,
474,Lysine,Galactose,0.0001000602778115,0.0001550442043273,0.1091727584862478,6.0,147.1955,0.1391401126889649,E. coli,SINTEF-23,lys__L,1.0,0.0,Amino acid,,3.0,4.0,5.0,89.3,0.0,-3.0,5962.0,C6H14N2O2,146.19,L-Lysine,ECMDB00182,lysine,Lys,512.2333333333333,-3.999738295657747,-0.9618857161645544,0.000600361666869,1.472842262260265e-05,0.018195459747707966,0.7416854352629516,-3.221587045274103,-4.831843762524756,-1.740036966548198,-0.1297802492975449,-0.8565476492450371,E. coli - Galactose,0.0005122333333333333
475,Lysine,L-malate,,,0.0566749670402821,6.0,147.1955,0.1887494978573488,E. coli,SINTEF-23,lys__L,1.0,0.0,Amino acid,,3.0,4.0,5.0,89.3,0.0,-3.0,5962.0,C6H14N2O2,146.19,L-Lysine,ECMDB00182,lysine,Lys,512.2333333333333,,-1.2466087237683223,,,0.009445827840047017,0.38503192720077783,,,-2.0247599741519657,-0.4145032569013128,-0.7241141950792914,E. coli - L-malate,0.0005122333333333333
476,Lysine,L-alanine,-0.0031079362678179,0.0008453458224754,0.0680758077138965,6.0,147.1955,0.1030213862729122,E. coli,SINTEF-23,lys__L,1.0,0.0,Amino acid,,3.0,4.0,5.0,89.3,0.0,-3.0,5962.0,C6H14N2O2,146.19,L-Lysine,ECMDB00182,lysine,Lys,512.2333333333333,,-1.167007197088884,-0.0186476176069074,-0.00045747423290958976,0.011345967952316084,0.46248565828368726,,,-1.9451584474725276,-0.33490173022187447,-0.9870726104773239,E. coli - L-alanine,0.0005122333333333333
477,Lysine,Glucose,0.2314309072788747,0.0048245239142621,0.1113753290351793,6.0,147.1955,0.0577771729629683,C. glutamicum,Paczia-12,lys__L,1.0,0.0,Amino acid,,3.0,4.0,5.0,89.3,0.0,-3.0,5962.0,C6H14N2O2,146.19,L-Lysine,ECMDB00182,lysine,Lys,,-0.635578642081228,-0.9532109999207107,1.388585443673248,0.0340655881123676,0.01856255483919655,0.7566490078513222,0.1425726083024156,-1.4676841089482375,-1.7313622503043542,-0.1211055330537011,-1.2382437120006453,C. glutamicum - Glucose,
478,Lysine,Glucose,0.0001451680361534,8.232410483206023e-05,0.1637205984337475,6.0,147.1955,0.1269197751517986,S. cerevisiae,Paczia-12,lys__L,1.0,0.0,Amino acid,,3.0,4.0,5.0,89.3,0.0,-3.0,5962.0,C6H14N2O2,146.19,L-Lysine,ECMDB00182,lysine,Lys,,-3.8381289983078344,-0.785896676584798,0.0008710082169204,2.136808166561779e-05,0.027286766405624583,1.1122663290232888,-3.0599777479241905,-4.670234465174844,-1.5640479269684417,0.046208790282211566,-0.8964707059572198,S. cerevisiae - Glucose,
